boundary_sha,commits,end_on,end_sha,engine,ev_id,repo_id,saturated,schema,span_days,start_on,start_sha,v,window_rule
89e5bd4b09f631a3ce29c0052c2a2df60b870095,3,2020-05-18,89e5bd4b09f631a3ce29c0052c2a2df60b870095,godot,a92cdee694a6,henriquelalves/GodotTIE,,migration_windows,0,2020-05-18,c2650649f037d4e64a8b93fe1f2db4d4986b52ca,0.1,commit-burst
41267eab3cd0b1c32d508ce589c6ad2f5630e327,3,2018-08-26,41267eab3cd0b1c32d508ce589c6ad2f5630e327,godot,a92cdee694a6,GodotVR/godot_openxr_for_godot_3.x,,migration_windows,0,2018-08-25,9bc725de4076502c74934b4629f01010a7997d53,0.1,commit-burst
7b2f051ac786823c226120dfd578bfcea21c0c3e,4,2020-01-16,7b2f051ac786823c226120dfd578bfcea21c0c3e,godot,a92cdee694a6,utopia-rise/godot-kotlin-native,,migration_windows,8,2020-01-08,3a9fcb06f340524ca677db61ad3b85c5e6a9e52b,0.1,commit-burst
dcb21be6c122353821c8de44bccbb65be8129403,2,2023-03-01,dcb21be6c122353821c8de44bccbb65be8129403,godot,992ad7453568,HarmonyHoney/tiny_crate,,migration_windows,0,2023-03-01,0b3ead67cfac9d52ca356dd6bceeaf30f42d9440,0.1,commit-burst
a91e17aeabc297664e66d9182e9b28ab815259e4,3,2024-02-05,a91e17aeabc297664e66d9182e9b28ab815259e4,godot,992ad7453568,noidexe/godot-version-manager,,migration_windows,13,2024-01-22,70e92445388a3a517eb0609b8ba608dcfee335a8,0.1,commit-burst
d761d281fcd129fa3ddfdaabd4af09e9b2d10187,1,2019-02-18,d761d281fcd129fa3ddfdaabd4af09e9b2d10187,godot,992ad7453568,romlok/godot-gdhexgrid,,migration_windows,0,2019-02-18,d761d281fcd129fa3ddfdaabd4af09e9b2d10187,0.1,single-commit
2263f7be822ecf8ec7b624ef11fcb8d39a54ae2c,1,2019-05-16,2263f7be822ecf8ec7b624ef11fcb8d39a54ae2c,godot,992ad7453568,acedogblast/Project-Uranium-Godot,,migration_windows,0,2019-05-16,2263f7be822ecf8ec7b624ef11fcb8d39a54ae2c,0.1,single-commit
461966de63463975970d3f79618c5a889eac225f,1,2023-02-10,461966de63463975970d3f79618c5a889eac225f,godot,992ad7453568,acedogblast/Project-Uranium-Godot,,migration_windows,0,2023-02-10,461966de63463975970d3f79618c5a889eac225f,0.1,single-commit
d088d2cfdfcc7c4a2f95bf749740d55289eb4860,94,2023-02-10,d088d2cfdfcc7c4a2f95bf749740d55289eb4860,godot,992ad7453568,Rhythia/sound-space-plus,,migration_windows,52,2022-12-20,069fde92f2b56e6257987fd447be8fdac2248b2a,0.1,commit-burst
33866870c78fb5fbfcdc0b3ca2a8d2f7c0a4a09a,4,2018-09-18,33866870c78fb5fbfcdc0b3ca2a8d2f7c0a4a09a,godot,ff0ff0b5bddc,spkingr/Godot-Demos,,migration_windows,6,2018-09-11,6948c8f09cca9cab6df57f5d461358d49fe0d0b2,0.1,commit-burst
6f80a18a52bdfc8e8750c7b347ab9f0d189c9f83,2,2021-08-24,6f80a18a52bdfc8e8750c7b347ab9f0d189c9f83,godot,ff0ff0b5bddc,Bauxitedev/godot-motion-blur,,migration_windows,0,2021-08-24,eb7623990785d62fdb6dd9d6dfbcc9b250435e9f,0.1,commit-burst
7a775fdf752ae03780cfbb68b4a31f5aab3eb212,1,2020-02-23,7a775fdf752ae03780cfbb68b4a31f5aab3eb212,godot,ff0ff0b5bddc,JaccomoLorenz/godot-camera-control,,migration_windows,0,2020-02-23,7a775fdf752ae03780cfbb68b4a31f5aab3eb212,0.1,single-commit
094ae293b27b0eb9b9bd2efcb5b0d208537100b2,8,2018-05-14,094ae293b27b0eb9b9bd2efcb5b0d208537100b2,godot,ff0ff0b5bddc,Bauxitedev/godot-texture-painter,,migration_windows,0,2018-05-13,438f3d12679b2033fafa80ffbe9010c54a822d10,0.1,commit-burst
7a212adff5b83ea5a26947698eb62277ca142329,7,2018-05-14,7a212adff5b83ea5a26947698eb62277ca142329,godot,ff0ff0b5bddc,Bauxitedev/godot-texture-painter,,migration_windows,0,2018-05-13,438f3d12679b2033fafa80ffbe9010c54a822d10,0.1,commit-burst
af95fcd74dc79222817b0e78294b529baac72ad5,1,2019-07-07,af95fcd74dc79222817b0e78294b529baac72ad5,godot,ff0ff0b5bddc,Bauxitedev/godot-texture-painter,,migration_windows,0,2019-07-07,af95fcd74dc79222817b0e78294b529baac72ad5,0.1,single-commit
d5433aaf4b4424aa06c8fea5ae136f81be0f850a,1,2025-12-08,d5433aaf4b4424aa06c8fea5ae136f81be0f850a,godot,ff0ff0b5bddc,empyreanx/godot-state-sync-demo,,migration_windows,0,2025-12-08,d5433aaf4b4424aa06c8fea5ae136f81be0f850a,0.1,single-commit
e70f893e6c6b39465f363ea2ddcf46b7b53c5280,6,2023-02-27,e70f893e6c6b39465f363ea2ddcf46b7b53c5280,godot,ff0ff0b5bddc,mayank-prasoon/world-maker,,migration_windows,0,2023-02-27,e7e6cfcac2839ca48543577da9a41c0616e2f191,0.1,commit-burst
40445614bd9a5959945846433f1fb207f61fd077,1,2018-09-06,40445614bd9a5959945846433f1fb207f61fd077,godot,b3ee52f06d1c,BastiaanOlij/vehicle-demo,,migration_windows,0,2018-09-06,40445614bd9a5959945846433f1fb207f61fd077,0.1,single-commit
39b464b6aa1c2f73d11eb1b0b47994b1cd71b889,1,2023-06-05,39b464b6aa1c2f73d11eb1b0b47994b1cd71b889,godot,b3ee52f06d1c,BastiaanOlij/vehicle-demo,,migration_windows,0,2023-06-05,39b464b6aa1c2f73d11eb1b0b47994b1cd71b889,0.1,single-commit
1b122deaa954cdc0202174597a58e24dc50ea352,4,2019-01-25,1b122deaa954cdc0202174597a58e24dc50ea352,godot,00ca97745be6,arypbatista/godot-swipe-detector,,migration_windows,11,2019-01-13,474a08689fddd7caca9ff11135f1211e7f8cf260,0.1,commit-burst
ffa72cae875405b6b1a999b4ae08cce007d93711,2,2023-04-07,ffa72cae875405b6b1a999b4ae08cce007d93711,godot,899486564155,argosopentech/Conquest,,migration_windows,1,2023-04-06,83c7930bdd7f75f0ad9c303b6d5514b2428a5df4,0.1,commit-burst
1d0ac3087ff25e4c2dfd6d03d6315683fce0ec32,1,2023-02-14,1d0ac3087ff25e4c2dfd6d03d6315683fce0ec32,godot,899486564155,Norodix/GodotMirror,,migration_windows,0,2023-02-14,1d0ac3087ff25e4c2dfd6d03d6315683fce0ec32,0.1,single-commit
64559e24b47a9fd184ee788e6d8370f4c74c7d46,2,2022-07-27,64559e24b47a9fd184ee788e6d8370f4c74c7d46,godot,899486564155,catprisbrey/Third-Person-Controller---Godot-Souls-like,,migration_windows,0,2022-07-27,fbc17cbabbaf5fe06625a8991cf1caf8be690650,0.1,commit-burst
fbc17cbabbaf5fe06625a8991cf1caf8be690650,1,2022-07-27,fbc17cbabbaf5fe06625a8991cf1caf8be690650,godot,899486564155,catprisbrey/Third-Person-Controller---Godot-Souls-like,,migration_windows,0,2022-07-27,fbc17cbabbaf5fe06625a8991cf1caf8be690650,0.1,single-commit
fd7814dca460292dcbe630ea8cc59388646d07d3,31,2023-07-11,fd7814dca460292dcbe630ea8cc59388646d07d3,godot,899486564155,Novakasa/brickrail,span,migration_windows,50,2023-05-22,a1bee23f0b7b8ef476247de5c055222012123ad2,0.1,commit-burst
4ddaceba5a8b1c7d22a651b64bc43572c2863efd,3,2024-06-21,4ddaceba5a8b1c7d22a651b64bc43572c2863efd,godot,54e0a883f5b1,XLIVE99/AutoGrid,,migration_windows,0,2024-06-21,98557ec84e03f91449bd0e42ae99dbacb5e4bbc9,0.1,commit-burst
36223c77efc87bff3b02159eb66410fe5cc9cab5,1,2025-01-14,36223c77efc87bff3b02159eb66410fe5cc9cab5,godot,54e0a883f5b1,XLIVE99/AutoGrid,,migration_windows,0,2025-01-14,36223c77efc87bff3b02159eb66410fe5cc9cab5,0.1,single-commit
d905aed393f68dff3288e1e4b2299b07c15f15c8,1,2024-02-13,d905aed393f68dff3288e1e4b2299b07c15f15c8,godot,54e0a883f5b1,alfredbaudisch/GodotDynamicInventorySystem,,migration_windows,0,2024-02-13,d905aed393f68dff3288e1e4b2299b07c15f15c8,0.1,single-commit
b34e4dca41383864c099ee8eed74eaa36d25bdc3,2,2024-10-27,b34e4dca41383864c099ee8eed74eaa36d25bdc3,godot,54e0a883f5b1,gdquest-demos/godot-4-2d-visual-novel,,migration_windows,0,2024-10-27,d7c51d560feb101eec21e35f5bb91d543f76aaef,0.1,commit-burst
d7c51d560feb101eec21e35f5bb91d543f76aaef,1,2024-10-27,d7c51d560feb101eec21e35f5bb91d543f76aaef,godot,54e0a883f5b1,gdquest-demos/godot-4-2d-visual-novel,,migration_windows,0,2024-10-27,d7c51d560feb101eec21e35f5bb91d543f76aaef,0.1,single-commit
dcfca1873f46f7e700575067b3bc54abb046921e,1,2022-09-19,dcfca1873f46f7e700575067b3bc54abb046921e,godot,c11b20c3a83d,MCMLXXXV/godot-minimal-template,,migration_windows,0,2022-09-19,dcfca1873f46f7e700575067b3bc54abb046921e,0.1,single-commit
0d48d5fe2aa65bc8e455c78043f1d30085ad9804,1,2023-08-09,0d48d5fe2aa65bc8e455c78043f1d30085ad9804,godot,c11b20c3a83d,ivoyager/project_template,,migration_windows,0,2023-08-09,0d48d5fe2aa65bc8e455c78043f1d30085ad9804,0.1,single-commit
c1b8ef4397f487feedd11be9bfee307951b57366,1,2024-01-15,c1b8ef4397f487feedd11be9bfee307951b57366,godot,c11b20c3a83d,DJj123dj/bad-flappybird,,migration_windows,0,2024-01-15,c1b8ef4397f487feedd11be9bfee307951b57366,0.1,single-commit
5b963114cbbf22cb8ab2a1d2127f4199578fd689,1,2025-01-23,5b963114cbbf22cb8ab2a1d2127f4199578fd689,godot,c11b20c3a83d,mhgolkar/Arrow,,migration_windows,0,2025-01-23,5b963114cbbf22cb8ab2a1d2127f4199578fd689,0.1,single-commit
65a7b1495a8890270b43689724498b55d799a1fc,1,2026-04-11,65a7b1495a8890270b43689724498b55d799a1fc,godot,c11b20c3a83d,GDQuest/learn-gdscript,,migration_windows,0,2026-04-11,65a7b1495a8890270b43689724498b55d799a1fc,0.1,single-commit
a9f3ccb41be5037990770b9e5357bbb091464a7a,1,2024-01-08,a9f3ccb41be5037990770b9e5357bbb091464a7a,godot,c11b20c3a83d,noidexe/top-down-action-rpg-template,,migration_windows,0,2024-01-08,a9f3ccb41be5037990770b9e5357bbb091464a7a,0.1,single-commit
f769d9d00af579b1a5230c1d5c77adbfb78fc293,1,2021-12-09,f769d9d00af579b1a5230c1d5c77adbfb78fc293,godot,c11b20c3a83d,Calinou/godot-2020-year-in-review,,migration_windows,0,2021-12-09,f769d9d00af579b1a5230c1d5c77adbfb78fc293,0.1,single-commit
2c8bdc93e4eb274700d93e0a62c5f9e8a3152bac,1,2023-03-19,2c8bdc93e4eb274700d93e0a62c5f9e8a3152bac,godot,8c90d15dfa95,viniciusgerevini/godot-goap,,migration_windows,0,2023-03-19,2c8bdc93e4eb274700d93e0a62c5f9e8a3152bac,0.1,single-commit
ad33c32c2e41fbe9b505173833f15e2d3d42c9b6,1,2025-07-09,ad33c32c2e41fbe9b505173833f15e2d3d42c9b6,godot,8c90d15dfa95,MrJustreborn/godot_PCKManager,,migration_windows,0,2025-07-09,ad33c32c2e41fbe9b505173833f15e2d3d42c9b6,0.1,single-commit
8f8c9930aeba12e2289f59585f128766b974a789,1,2026-07-26,8f8c9930aeba12e2289f59585f128766b974a789,godot,8c90d15dfa95,Greaby/godot-perceptron,,migration_windows,0,2026-07-26,8f8c9930aeba12e2289f59585f128766b974a789,0.1,single-commit
c70e30b71d4558940f78c7b7323f8978598626e3,1,2023-06-09,c70e30b71d4558940f78c7b7323f8978598626e3,godot,8c90d15dfa95,MateuSai/Godot-Roguelike-Tutorial,,migration_windows,0,2023-06-09,c70e30b71d4558940f78c7b7323f8978598626e3,0.1,single-commit
704cfe5d55d1bad4018fdc5c75ffa5ba6b28e1a8,1,2023-04-05,704cfe5d55d1bad4018fdc5c75ffa5ba6b28e1a8,godot,8c90d15dfa95,makifdb/godot-match3-template,,migration_windows,0,2023-04-05,704cfe5d55d1bad4018fdc5c75ffa5ba6b28e1a8,0.1,single-commit
904d8fed7a76ed2e619a12f259a9914cf22ba32e,1,2023-09-18,904d8fed7a76ed2e619a12f259a9914cf22ba32e,godot,8c90d15dfa95,crystal-bit/godot-game-template,,migration_windows,0,2023-09-18,904d8fed7a76ed2e619a12f259a9914cf22ba32e,0.1,single-commit
5a82a0af5c5fe0638bc15aca6b3e676b5f0e3d7d,5,2018-05-18,5a82a0af5c5fe0638bc15aca6b3e676b5f0e3d7d,godot,a4fc220d6d6b,BastiaanOlij/godot-terrain-edit,,migration_windows,2,2018-05-16,3d036e674ebd95f9a54e9067fd042cf0d020b62e,0.1,commit-burst
87a5000dbfdc89b7931d7e1a73f404c6aa9b37dc,1,2022-02-10,87a5000dbfdc89b7931d7e1a73f404c6aa9b37dc,godot,a4fc220d6d6b,glass-brick/Scene-Manager,,migration_windows,0,2022-02-10,87a5000dbfdc89b7931d7e1a73f404c6aa9b37dc,0.1,single-commit
01eff331352af18cbb2dedac4d91e2b63238cf2b,8,2023-02-16,01eff331352af18cbb2dedac4d91e2b63238cf2b,godot,a4fc220d6d6b,rednir/OsuSkinMixer,,migration_windows,5,2023-02-10,824c8cf76778795a43a6f9d68bcc88e93317c3cb,0.1,commit-burst
9bbd2c4f75ce639e3d973b644a3f82c37cbbcc84,2,2023-05-06,9bbd2c4f75ce639e3d973b644a3f82c37cbbcc84,godot,a4fc220d6d6b,rakkarage/PixelFood,,migration_windows,0,2023-05-06,ab8a54c35ba938d890514d27a0c839bca76e6865,0.1,commit-burst
4cc220fa0e476abf605ff6deca484d23d9c4be47,2,2023-05-12,4cc220fa0e476abf605ff6deca484d23d9c4be47,godot,a4fc220d6d6b,rakkarage/PixelFood,,migration_windows,6,2023-05-06,ab8a54c35ba938d890514d27a0c839bca76e6865,0.1,commit-burst
7a747e581e58c8d472b30e1cdb7f0d682d3dae75,1,2026-08-20,7a747e581e58c8d472b30e1cdb7f0d682d3dae75,godot,a4fc220d6d6b,gdquest-demos/godot-2d-builder,,migration_windows,0,2026-08-20,7a747e581e58c8d472b30e1cdb7f0d682d3dae75,0.1,single-commit
7a747e581e58c8d472b30e1cdb7f0d682d3dae75,1,2026-08-20,7a747e581e58c8d472b30e1cdb7f0d682d3dae75,godot,a4fc220d6d6b,gdquest-demos/godot-2d-builder,,migration_windows,0,2026-08-20,7a747e581e58c8d472b30e1cdb7f0d682d3dae75,0.1,single-commit
7a747e581e58c8d472b30e1cdb7f0d682d3dae75,1,2026-08-20,7a747e581e58c8d472b30e1cdb7f0d682d3dae75,godot,a4fc220d6d6b,gdquest-demos/godot-2d-builder,,migration_windows,0,2026-08-20,7a747e581e58c8d472b30e1cdb7f0d682d3dae75,0.1,single-commit
7a747e581e58c8d472b30e1cdb7f0d682d3dae75,1,2026-08-20,7a747e581e58c8d472b30e1cdb7f0d682d3dae75,godot,a4fc220d6d6b,gdquest-demos/godot-2d-builder,,migration_windows,0,2026-08-20,7a747e581e58c8d472b30e1cdb7f0d682d3dae75,0.1,single-commit
9f9317559eb59fe1c9d31982b4999238ed2a7056,1,2022-01-19,9f9317559eb59fe1c9d31982b4999238ed2a7056,godot,a4fc220d6d6b,V-Sekai-archive/godot-gltf-sandbox,,migration_windows,0,2022-01-19,9f9317559eb59fe1c9d31982b4999238ed2a7056,0.1,single-commit
e6be86c28d5afa9e6639f82c0e3d05ce2d67168b,1,2023-08-27,e6be86c28d5afa9e6639f82c0e3d05ce2d67168b,godot,a4fc220d6d6b,theRealProHacker/BirdsTD,,migration_windows,0,2023-08-27,e6be86c28d5afa9e6639f82c0e3d05ce2d67168b,0.1,single-commit
14638ea0300cf1fe2c5b0994a79add1d14959b87,1,2019-01-21,14638ea0300cf1fe2c5b0994a79add1d14959b87,godot,a4fc220d6d6b,BastiaanOlij/godot3_test_projects,,migration_windows,0,2019-01-21,14638ea0300cf1fe2c5b0994a79add1d14959b87,0.1,single-commit
6f03c32baf40e588cfa821b4dac4e2e2419ac7cf,2,2019-01-21,6f03c32baf40e588cfa821b4dac4e2e2419ac7cf,godot,a4fc220d6d6b,BastiaanOlij/godot3_test_projects,,migration_windows,0,2019-01-21,14638ea0300cf1fe2c5b0994a79add1d14959b87,0.1,commit-burst
0afa6d834e671cbacb6372edec7ab154d4a949b1,150,2023-02-09,0afa6d834e671cbacb6372edec7ab154d4a949b1,godot,a4fc220d6d6b,russmatney/dino,commits,migration_windows,24,2023-01-16,fde7ca0a9a62d4facf98930cc2c0e6bd1aa8d394,0.1,commit-burst
9593a8635f5014de628e0a32154f84579621bfc8,34,2023-01-22,9593a8635f5014de628e0a32154f84579621bfc8,godot,b57512aa4f06,sakkaku-dev/godot-template,,migration_windows,22,2022-12-30,957ea4224f5e3d337f7993d7525b149b64b11a59,0.1,commit-burst
23cb4d68120571437adb4bb372103047a7a25b18,6,2023-03-21,23cb4d68120571437adb4bb372103047a7a25b18,godot,b57512aa4f06,niscolas/nvim-godot,,migration_windows,4,2023-03-16,a4688fcd8e61663a0386b7dfc1cfb56a729c396b,0.1,commit-burst
6d9c10e11baafc649e894331269a4ccc9d26f486,2,2023-05-21,6d9c10e11baafc649e894331269a4ccc9d26f486,godot,b57512aa4f06,Flone-dnb/FBugReporter,,migration_windows,3,2023-05-17,6a0e373ddbce9d3aa697240bbdcd7ff11b6a3f71,0.1,commit-burst
438f9de85ebf2561e18774ca0c4af91962a91e1e,1,2019-09-21,438f9de85ebf2561e18774ca0c4af91962a91e1e,godot,b57512aa4f06,amedlock/minotaur,,migration_windows,0,2019-09-21,438f9de85ebf2561e18774ca0c4af91962a91e1e,0.1,single-commit
4d743b0f781e046eb413d3175252a71fdebee397,1,2023-04-07,4d743b0f781e046eb413d3175252a71fdebee397,godot,b57512aa4f06,amedlock/minotaur,,migration_windows,0,2023-04-07,4d743b0f781e046eb413d3175252a71fdebee397,0.1,single-commit
5339f568b3005ea9c67d15b9dbd7d0c99f709e5e,1,2023-07-22,5339f568b3005ea9c67d15b9dbd7d0c99f709e5e,godot,b57512aa4f06,retrohub-org/retrohub,,migration_windows,0,2023-07-22,5339f568b3005ea9c67d15b9dbd7d0c99f709e5e,0.1,single-commit
